"seed","stage","variable","n_train","observed","missing_fraction","distinct","passes_screen"
202001,"inner","S1",1248,1248,0,2,TRUE
202001,"inner","S2_RACER1",1248,1248,0,2,TRUE
202001,"inner","S2_RACER2",1248,1248,0,1,FALSE
202001,"inner","S2_RACER3",1248,1248,0,2,TRUE
202001,"inner","S2_RACER4",1248,1248,0,1,FALSE
202001,"inner","S2_RACER5",1248,1248,0,1,FALSE
202001,"inner","S2_RACER6",1248,1248,0,1,FALSE
202001,"inner","S2_RACER7",1248,1248,0,1,FALSE
202001,"inner","S2_RACER8",1248,1248,0,1,FALSE
202001,"inner","S2_RACE_PRIME",1248,1248,0,3,TRUE
202001,"inner","S2_HISPANICR1",1248,0,1,0,FALSE
202001,"inner","S2_HISPANICR2",1248,0,1,0,FALSE
202001,"inner","S2_HISPANICR3",1248,0,1,0,FALSE
202001,"inner","S2_HISPANICR4",1248,0,1,0,FALSE
202001,"inner","S2_HISPANICR5",1248,0,1,0,FALSE
202001,"inner","S2_NATIVER1",1248,1248,0,2,TRUE
202001,"inner","S2_NATIVER2",1248,1248,0,2,TRUE
202001,"inner","S2_NATIVER3",1248,1248,0,2,TRUE
202001,"inner","S2_NATIVER4",1248,1248,0,2,TRUE
202001,"inner","S2_NATIVER5",1248,1248,0,2,TRUE
202001,"inner","S2_AFROLATR1",1248,1248,0,2,TRUE
202001,"inner","S2_AFROLATR2",1248,1248,0,2,TRUE
202001,"inner","S2_AFROLATR3",1248,1248,0,2,TRUE
202001,"inner","S2_AFROLATR4",1248,1248,0,2,TRUE
202001,"inner","S2_AFROLATR5",1248,1248,0,2,TRUE
202001,"inner","S3",1248,1248,0,6,TRUE
202001,"inner","S3B",1248,1248,0,4,TRUE
202001,"inner","S3C",1248,1248,0,2,TRUE
202001,"inner","S4",1248,1248,0,44,TRUE
202001,"inner","S5",1248,1248,0,67,TRUE
202001,"inner","S7",1248,1248,0,3,TRUE
202001,"inner","S8",1248,0,1,0,FALSE
202001,"inner","S8_PACIFIC",1248,0,1,0,FALSE
202001,"inner","S9",1248,33,0.973557692307692,9,FALSE
202001,"inner","S10",1248,1248,0,22,TRUE
202001,"inner","S10_MEX",1248,161,0.87099358974359,2,TRUE
202001,"inner","S11",1248,190,0.84775641025641,14,TRUE
202001,"inner","S12",1248,0,1,0,FALSE
202001,"inner","S2_M",1248,1248,0,2,TRUE
202001,"inner","S13",1248,1248,0,7,TRUE
202001,"inner","S14",1248,1248,0,5,TRUE
202001,"inner","Q58R1",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R2",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R3",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R4",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R5",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R6",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R7",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R8",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R9",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R10",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R11",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R12",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R13",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R14",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R15",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R16",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q58R17",1248,1247,0.000801282051282051,2,TRUE
202001,"inner","Q1R1",1248,1248,0,2,TRUE
202001,"inner","Q1R2",1248,1248,0,2,TRUE
202001,"inner","Q1R3",1248,1248,0,2,TRUE
202001,"inner","Q1R4",1248,1248,0,2,TRUE
202001,"inner","Q1R5",1248,1248,0,2,TRUE
202001,"inner","Q1R6",1248,1248,0,2,TRUE
202001,"inner","Q1R7",1248,1248,0,2,TRUE
202001,"inner","Q1R8",1248,1248,0,2,TRUE
202001,"inner","Q1R9",1248,1248,0,2,TRUE
202001,"inner","Q1R10",1248,1248,0,2,TRUE
202001,"inner","Q1R11",1248,1248,0,2,TRUE
202001,"inner","Q1R12",1248,1248,0,2,TRUE
202001,"inner","Q1R13",1248,1248,0,2,TRUE
202001,"inner","Q1R14",1248,1248,0,2,TRUE
202001,"inner","Q1R15",1248,1248,0,2,TRUE
202001,"inner","Q1R16",1248,1248,0,2,TRUE
202001,"inner","Q1R17",1248,1248,0,2,TRUE
202001,"inner","Q1R18",1248,1248,0,2,TRUE
202001,"inner","Q1R19",1248,1248,0,2,TRUE
202001,"inner","Q1R20",1248,1248,0,2,TRUE
202001,"inner","Q1R21",1248,1248,0,2,TRUE
202001,"inner","Q1R22",1248,1248,0,2,TRUE
202001,"inner","Q1R23",1248,1248,0,2,TRUE
202001,"inner","Q2R1",1248,1248,0,5,TRUE
202001,"inner","Q2R2",1248,1248,0,6,TRUE
202001,"inner","Q2R3",1248,1248,0,6,TRUE
202001,"inner","Q2R4",1248,1248,0,6,TRUE
202001,"inner","Q2R5",1248,1248,0,6,TRUE
202001,"inner","Q2R6",1248,1248,0,6,TRUE
202001,"inner","Q2R7",1248,1248,0,6,TRUE
202001,"inner","Q2R8",1248,1248,0,6,TRUE
202001,"inner","Q2R9",1248,1248,0,6,TRUE
202001,"inner","Q2R10",1248,1248,0,6,TRUE
202001,"inner","Q13",1248,1229,0.015224358974359,4,TRUE
202001,"inner","Q15",1248,1248,0,3,TRUE
202001,"inner","Q16",1248,289,0.768429487179487,2,TRUE
202001,"inner","Q17",1248,289,0.768429487179487,2,TRUE
202001,"inner","Q18",1248,75,0.939903846153846,5,FALSE
202001,"inner","Q19",1248,75,0.939903846153846,4,FALSE
202001,"inner","Q20",1248,289,0.768429487179487,4,TRUE
202001,"inner","Q21",1248,1248,0,4,TRUE
202001,"inner","Q22",1248,933,0.252403846153846,4,TRUE
202001,"inner","Q23",1248,315,0.747596153846154,5,TRUE
202001,"inner","Q24",1248,266,0.786858974358974,4,TRUE
202001,"inner","Q25",1248,667,0.465544871794872,4,TRUE
202001,"inner","Q26",1248,299,0.760416666666667,4,TRUE
202001,"inner","Q27R1",1248,1248,0,2,TRUE
202001,"inner","Q27R2",1248,1248,0,2,TRUE
202001,"inner","Q27R3",1248,1248,0,2,TRUE
202001,"inner","Q27R4",1248,1248,0,2,TRUE
202001,"inner","Q27R5",1248,1248,0,2,TRUE
202001,"inner","Q27R6",1248,1248,0,2,TRUE
202001,"inner","Q27R7",1248,1248,0,2,TRUE
202001,"inner","Q27R8",1248,1248,0,2,TRUE
202001,"inner","Q27R9",1248,1248,0,2,TRUE
202001,"inner","Q27R10",1248,1248,0,2,TRUE
202001,"inner","Q27R11",1248,1248,0,2,TRUE
202001,"inner","Q27R12",1248,1248,0,2,TRUE
202001,"inner","Q27R13",1248,1248,0,2,TRUE
202001,"inner","Q27R14",1248,1248,0,2,TRUE
202001,"inner","Q27R15",1248,1248,0,2,TRUE
202001,"inner","Q27R16",1248,1248,0,2,TRUE
202001,"inner","Q27R17",1248,1248,0,2,TRUE
202001,"inner","Q27R18",1248,1248,0,2,TRUE
202001,"inner","Q27R19",1248,1248,0,2,TRUE
202001,"inner","Q28R1",1248,1248,0,2,TRUE
202001,"inner","Q28R2",1248,1248,0,2,TRUE
202001,"inner","Q28R3",1248,1248,0,2,TRUE
202001,"inner","Q28R4",1248,1248,0,2,TRUE
202001,"inner","Q28R5",1248,1248,0,2,TRUE
202001,"inner","Q28R6",1248,1248,0,2,TRUE
202001,"inner","Q28R7",1248,1248,0,2,TRUE
202001,"inner","Q28R8",1248,1248,0,2,TRUE
202001,"inner","Q28R9",1248,1248,0,2,TRUE
202001,"inner","Q28R10",1248,1248,0,2,TRUE
202001,"inner","Q28R11",1248,1248,0,2,TRUE
202001,"inner","Q28R12",1248,1248,0,2,TRUE
202001,"inner","Q28R13",1248,1248,0,2,TRUE
202001,"inner","Q28R14",1248,1248,0,2,TRUE
202001,"inner","Q28R15",1248,1248,0,2,TRUE
202001,"inner","Q28R16",1248,1248,0,2,TRUE
202001,"inner","Q28R17",1248,1248,0,2,TRUE
202001,"inner","Q28R18",1248,1248,0,2,TRUE
202001,"inner","Q28R19",1248,1248,0,2,TRUE
202001,"inner","Q29",1248,1248,0,4,TRUE
202001,"inner","Q30",1248,991,0.205929487179487,5,TRUE
202001,"inner","Q31",1248,257,0.794070512820513,5,TRUE
202001,"inner","Q32R1",1248,1230,0.0144230769230769,9,TRUE
202001,"inner","Q32R2",1248,1217,0.0248397435897436,9,TRUE
202001,"inner","Q32R3",1248,1168,0.0641025641025641,9,TRUE
202001,"inner","Q32R4",1248,1153,0.0761217948717949,9,TRUE
202001,"inner","Q32R5",1248,1212,0.0288461538461538,9,TRUE
202001,"inner","Q32R6",1248,1209,0.03125,9,TRUE
202001,"inner","Q32R7",1248,1160,0.0705128205128205,9,TRUE
202001,"inner","Q32R8",1248,1183,0.0520833333333333,9,TRUE
202001,"inner","Q32R9",1248,1187,0.0488782051282051,9,TRUE
202001,"inner","Q33R1",1248,1248,0,4,TRUE
202001,"inner","Q33R2",1248,1248,0,4,TRUE
202001,"inner","Q33R3",1248,1248,0,4,TRUE
202001,"inner","Q33R4",1248,1248,0,4,TRUE
202001,"inner","Q33R5",1248,1248,0,4,TRUE
202001,"inner","Q38R1",1248,1248,0,2,TRUE
202001,"inner","Q38R2",1248,1248,0,2,TRUE
202001,"inner","Q38R3",1248,1248,0,2,TRUE
202001,"inner","Q38R4",1248,1248,0,2,TRUE
202001,"inner","Q39R1",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R2",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R3",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R4",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R5",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R6",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q39R7",1248,726,0.418269230769231,2,TRUE
202001,"inner","Q40",1248,1248,0,4,TRUE
202001,"inner","Q41R1",1248,143,0.885416666666667,2,TRUE
202001,"inner","Q41R2",1248,143,0.885416666666667,2,TRUE
202001,"inner","Q41R3",1248,143,0.885416666666667,2,TRUE
202001,"inner","Q41R4",1248,143,0.885416666666667,2,TRUE
202001,"inner","Q42",1248,1248,0,4,TRUE
202001,"inner","Q43",1248,1248,0,6,TRUE
202001,"inner","Q44",1248,1248,0,4,TRUE
202001,"inner","Q45",1248,1248,0,4,TRUE
202001,"inner","Q46",1248,1248,0,4,TRUE
202001,"inner","Q47",1248,1248,0,4,TRUE
202001,"inner","Q48",1248,410,0.671474358974359,5,TRUE
202001,"inner","Q49",1248,434,0.65224358974359,5,TRUE
202001,"inner","Q50",1248,404,0.676282051282051,5,TRUE
202001,"inner","Q51",1248,614,0.50801282051282,3,TRUE
202001,"inner","Q52",1248,634,0.491987179487179,3,TRUE
202001,"inner","Q53",1248,1248,0,2,TRUE
202001,"inner","Q54",1248,1248,0,3,TRUE
202001,"inner","Q55",1248,1248,0,3,TRUE
202001,"inner","Q56",1248,1248,0,3,TRUE
202001,"inner","Q57",1248,1248,0,4,TRUE
202001,"inner","Q59",1248,1248,0,6,TRUE
202001,"inner","Q60R1",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q60R2",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q60R3",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q60R4",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q60R5",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q60R6",1248,1210,0.030448717948718,2,TRUE
202001,"inner","Q61",1248,1248,0,12,TRUE
202001,"inner","Q62R1",1248,1248,0,4,TRUE
202001,"inner","Q62R2",1248,1248,0,4,TRUE
202001,"inner","Q62R3",1248,1248,0,4,TRUE
202001,"inner","Q62R4",1248,1248,0,4,TRUE
202001,"inner","Q62R5",1248,1248,0,4,TRUE
202001,"inner","NEWQ67",1248,1248,0,4,TRUE
202001,"inner","Q67",1248,1248,0,8,TRUE
202001,"inner","Q68",1248,1248,0,4,TRUE
202001,"inner","Q69",1248,1248,0,5,TRUE
202001,"inner","Q70R1",1248,1248,0,5,TRUE
202001,"inner","Q70R2",1248,1248,0,5,TRUE
202001,"inner","Q70R3",1248,1248,0,5,TRUE
202001,"inner","Q70R4",1248,1248,0,5,TRUE
202001,"inner","Q70R5",1248,1248,0,5,TRUE
202001,"inner","Q75",1248,1248,0,5,TRUE
202001,"inner","Q76R1",1248,1248,0,6,TRUE
202001,"inner","Q76R2",1248,1248,0,6,TRUE
202001,"inner","Q76R3",1248,1248,0,6,TRUE
202001,"inner","Q76R4",1248,1248,0,6,TRUE
202001,"inner","Q76R5",1248,1248,0,6,TRUE
202001,"inner","Q76R6",1248,1248,0,6,TRUE
202001,"inner","Q77R1",1248,1248,0,5,TRUE
202001,"inner","Q77R2",1248,1248,0,5,TRUE
202001,"inner","Q77R3",1248,1248,0,5,TRUE
202001,"inner","Q77R4",1248,1248,0,5,TRUE
202001,"inner","Q77R5",1248,1248,0,5,TRUE
202001,"inner","Q77R6",1248,1248,0,5,TRUE
202001,"inner","Q77R7",1248,1248,0,5,TRUE
202001,"inner","Q77R8",1248,1248,0,5,TRUE
202001,"inner","Q77R9",1248,1248,0,5,TRUE
202001,"inner","Q78",1248,1248,0,5,TRUE
202001,"inner","Q79",1248,79,0.936698717948718,2,FALSE
202001,"inner","Q84",1248,1248,0,5,TRUE
202001,"inner","Q85",1248,158,0.873397435897436,5,TRUE
202001,"inner","Q85B",1248,156,0.875,2,TRUE
202001,"inner","Q86",1248,1248,0,5,TRUE
202001,"inner","Q87",1248,154,0.876602564102564,2,TRUE
202001,"inner","Q88",1248,154,0.876602564102564,2,TRUE
202001,"inner","Q93",1248,1248,0,5,TRUE
202001,"inner","Q94",1248,86,0.931089743589744,2,FALSE
202001,"inner","Q95",1248,1248,0,5,TRUE
202001,"inner","Q96R1",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R2",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R3",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R4",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R5",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R6",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R7",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R8",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R9",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R10",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R11",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R12",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R13",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q96R14",1248,85,0.931891025641026,2,FALSE
202001,"inner","Q97",1248,1248,0,3,TRUE
202001,"inner","Q98R1",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R2",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R3",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R4",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R5",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R6",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R7",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R8",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R9",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R10",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q98R11",1248,161,0.87099358974359,2,TRUE
202001,"inner","Q99R1",1248,1248,0,5,TRUE
202001,"inner","Q99R2",1248,1248,0,5,TRUE
202001,"inner","Q99R3",1248,1248,0,5,TRUE
202001,"inner","Q99R4",1248,1248,0,5,TRUE
202001,"inner","Q99R5",1248,1248,0,5,TRUE
202001,"inner","Q99R6",1248,1248,0,5,TRUE
202001,"inner","Q99R7",1248,1248,0,5,TRUE
202001,"inner","Q99R8",1248,1248,0,5,TRUE
202001,"inner","Q99R9",1248,1248,0,5,TRUE
202001,"inner","Q99R10",1248,1248,0,5,TRUE
202001,"inner","Q99R11",1248,1248,0,5,TRUE
202001,"inner","Q110R1",1248,1248,0,1,FALSE
202001,"inner","Q110R2",1248,1248,0,2,TRUE
202001,"inner","Q110R3",1248,1248,0,2,TRUE
202001,"inner","Q110R4",1248,1248,0,2,TRUE
202001,"inner","Q110R5",1248,1248,0,2,TRUE
202001,"inner","Q110R6",1248,1248,0,2,TRUE
202001,"inner","Q110R7",1248,1248,0,2,TRUE
202001,"inner","Q110R8",1248,1248,0,2,TRUE
202001,"inner","Q111R1",1248,1248,0,5,TRUE
202001,"inner","Q111R2",1248,1248,0,5,TRUE
202001,"inner","Q111R3",1248,1248,0,5,TRUE
202001,"inner","Q111R4",1248,1248,0,5,TRUE
202001,"inner","Q111R5",1248,1248,0,5,TRUE
202001,"inner","Q116R1",1248,444,0.644230769230769,3,TRUE
202001,"inner","Q116R2",1248,449,0.640224358974359,3,TRUE
202001,"inner","Q116R3",1248,192,0.846153846153846,3,TRUE
202001,"inner","Q116R4",1248,130,0.895833333333333,3,TRUE
202001,"inner","Q116R5",1248,123,0.901442307692308,3,FALSE
202001,"inner","Q116R6",1248,43,0.965544871794872,3,FALSE
202001,"inner","Q116R7",1248,141,0.887019230769231,3,TRUE
202001,"inner","Q116R8",1248,134,0.892628205128205,3,TRUE
202001,"inner","Q116R9",1248,87,0.930288461538462,3,FALSE
202001,"inner","Q116R10",1248,137,0.890224358974359,3,TRUE
202001,"inner","Q116R11",1248,60,0.951923076923077,3,FALSE
202001,"inner","Q116R12",1248,62,0.950320512820513,3,FALSE
202001,"inner","Q116R13",1248,22,0.982371794871795,3,FALSE
202001,"inner","Q116R14",1248,52,0.958333333333333,3,FALSE
202001,"inner","Q117R1",1248,1248,0,4,TRUE
202001,"inner","Q117R2",1248,1248,0,4,TRUE
202001,"inner","Q117R3",1248,1248,0,4,TRUE
202001,"inner","Q117R4",1248,1248,0,4,TRUE
202001,"inner","Q117R5",1248,1248,0,4,TRUE
202001,"inner","Q117R6",1248,1248,0,4,TRUE
202001,"inner","Q117R7",1248,1248,0,12,TRUE
202001,"inner","Q117R8",1248,1248,0,4,TRUE
202001,"inner","Q117R9",1248,1248,0,4,TRUE
202001,"inner","Q117R10",1248,1248,0,4,TRUE
202001,"inner","Q117R11",1248,1248,0,4,TRUE
202001,"inner","Q117R12",1248,1248,0,4,TRUE
202001,"inner","Q117R13",1248,1248,0,4,TRUE
202001,"inner","Q130",1248,1248,0,2,TRUE
202001,"inner","Q131R1",1248,1248,0,5,TRUE
202001,"inner","Q131R2",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R3",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q131R4",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R5",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q131R6",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R7",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q131R8",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R9",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q131R10",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R11",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q131R12",1248,644,0.483974358974359,5,TRUE
202001,"inner","Q131R13",1248,604,0.516025641025641,5,TRUE
202001,"inner","Q144",1248,1248,0,4,TRUE
202001,"inner","Q145",1248,1248,0,5,TRUE
202001,"inner","Q146",1248,1248,0,5,TRUE
202001,"inner","Q147",1248,1248,0,5,TRUE
202001,"inner","Q148",1248,1248,0,5,TRUE
202001,"inner","Q149",1248,1248,0,5,TRUE
202001,"inner","Q150",1248,1248,0,5,TRUE
202001,"inner","Q151",1248,1248,0,5,TRUE
202001,"inner","Q152",1248,1248,0,5,TRUE
202001,"inner","Q153",1248,1248,0,5,TRUE
202001,"inner","Q154R1",1248,1248,0,5,TRUE
202001,"inner","Q154R2",1248,1248,0,5,TRUE
202001,"inner","Q154R3",1248,1248,0,5,TRUE
202001,"inner","Q154R4",1248,1248,0,13,TRUE
202001,"inner","Q154R5",1248,1248,0,14,TRUE
202001,"inner","Q159R1",1248,1248,0,13,TRUE
202001,"inner","Q159R2",1248,1248,0,14,TRUE
202001,"inner","Q159R3",1248,1248,0,15,TRUE
202001,"inner","Q162R1",1248,1248,0,7,TRUE
202001,"inner","Q162R2",1248,1248,0,7,TRUE
202001,"inner","Q162R3",1248,1248,0,7,TRUE
202001,"inner","Q162R4",1248,1248,0,7,TRUE
202001,"inner","Q162R5",1248,1248,0,7,TRUE
202001,"inner","Q162R6",1248,1248,0,7,TRUE
202001,"inner","Q162R7",1248,1248,0,7,TRUE
202001,"inner","Q162R8",1248,1248,0,7,TRUE
202001,"inner","Q170",1248,1248,0,2,TRUE
202001,"inner","Q171R1",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R2",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R3",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R4",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R5",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R6",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R7",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R8",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q171R9",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q172R1",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q172R2",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q172R3",1248,511,0.590544871794872,2,TRUE
202001,"inner","Q175R1",1248,737,0.409455128205128,2,TRUE
202001,"inner","Q175R2",1248,737,0.409455128205128,2,TRUE
202001,"inner","Q175R3",1248,737,0.409455128205128,2,TRUE
202001,"inner","Q178R1",1248,1248,0,4,TRUE
202001,"inner","Q178R2",1248,1248,0,4,TRUE
202001,"inner","Q178R3",1248,1248,0,4,TRUE
202001,"inner","Q178R4",1248,1248,0,4,TRUE
202001,"inner","Q182",1248,1248,0,3,TRUE
202001,"inner","Q183",1248,1248,0,4,TRUE
202001,"inner","Q184R1",1248,1248,0,5,TRUE
202001,"inner","Q184R2",1248,1248,0,5,TRUE
202001,"inner","Q184R3",1248,1248,0,5,TRUE
202001,"inner","Q187R1",1248,1248,0,5,TRUE
202001,"inner","Q187R2",1248,1248,0,5,TRUE
202001,"inner","Q187R3",1248,1248,0,5,TRUE
202001,"inner","Q187R4",1248,1248,0,5,TRUE
202001,"inner","Q187R5",1248,1248,0,5,TRUE
202001,"inner","Q192",1248,1248,0,2,TRUE
202001,"inner","Q193",1248,652,0.477564102564103,5,TRUE
202001,"inner","Q194",1248,596,0.522435897435897,5,TRUE
202001,"inner","Q195A1R1",1248,227,0.818108974358974,3,TRUE
202001,"inner","Q195A1R2",1248,617,0.505608974358974,3,TRUE
202001,"inner","Q195A1R3",1248,578,0.536858974358974,3,TRUE
202001,"inner","Q195A1R4",1248,489,0.608173076923077,3,TRUE
202001,"inner","Q195A2R1",1248,200,0.83974358974359,5,TRUE
202001,"inner","Q195A2R2",1248,272,0.782051282051282,5,TRUE
202001,"inner","Q195A2R3",1248,229,0.81650641025641,5,TRUE
202001,"inner","Q195A2R4",1248,228,0.817307692307692,5,TRUE
202001,"inner","Q195A2R5",1248,203,0.837339743589744,5,TRUE
202001,"inner","Q195A2R6",1248,416,0.666666666666667,5,TRUE
202001,"inner","Q195A2R7",1248,367,0.705929487179487,5,TRUE
202001,"inner","Q195A2R8",1248,337,0.729967948717949,5,TRUE
202001,"inner","Q195A2R9",1248,365,0.707532051282051,5,TRUE
202001,"inner","Q195A2R10",1248,372,0.701923076923077,5,TRUE
202001,"inner","Q195B1R1",1248,185,0.85176282051282,3,TRUE
202001,"inner","Q195B1R2",1248,592,0.525641025641026,3,TRUE
202001,"inner","Q195B1R3",1248,563,0.548878205128205,3,TRUE
202001,"inner","Q195B1R4",1248,493,0.604967948717949,3,TRUE
202001,"inner","Q195B2R1",1248,158,0.873397435897436,5,TRUE
202001,"inner","Q195B2R2",1248,278,0.77724358974359,5,TRUE
202001,"inner","Q195B2R3",1248,206,0.834935897435897,5,TRUE
202001,"inner","Q195B2R4",1248,211,0.830929487179487,5,TRUE
202001,"inner","Q195B2R5",1248,197,0.842147435897436,5,TRUE
202001,"inner","Q195B2R6",1248,441,0.646634615384615,5,TRUE
202001,"inner","Q195B2R7",1248,390,0.6875,5,TRUE
202001,"inner","Q195B2R8",1248,373,0.701121794871795,5,TRUE
202001,"inner","Q195B2R9",1248,395,0.68349358974359,5,TRUE
202001,"inner","Q195B2R10",1248,406,0.674679487179487,5,TRUE
202001,"inner","Q196",1248,1248,0,11,TRUE
202001,"inner","Q197A1",1248,637,0.489583333333333,4,TRUE
202001,"inner","Q197A2",1248,637,0.489583333333333,10,TRUE
202001,"inner","Q197B1",1248,611,0.510416666666667,4,TRUE
202001,"inner","Q197B2",1248,611,0.510416666666667,10,TRUE
202001,"inner","Q198",1248,1248,0,11,TRUE
202001,"inner","Q199",1248,406,0.674679487179487,2,TRUE
202001,"inner","Q200",1248,405,0.675480769230769,2,TRUE
202001,"inner","Q201",1248,437,0.649839743589744,2,TRUE
202001,"inner","Q202R1",1248,1248,0,2,TRUE
202001,"inner","Q202R2",1248,1248,0,2,TRUE
202001,"inner","Q202R3",1248,1248,0,2,TRUE
202001,"inner","Q203",1248,1248,0,5,TRUE
202001,"inner","Q204",1248,1248,0,5,TRUE
202001,"inner","Q205",1248,1248,0,5,TRUE
202001,"inner","Q206",1248,1248,0,101,TRUE
202001,"inner","Q207",1248,1248,0,101,TRUE
202001,"inner","Q208R1",1248,1248,0,5,TRUE
202001,"inner","Q208R2",1248,1248,0,5,TRUE
202001,"inner","Q208R3",1248,1248,0,5,TRUE
202001,"inner","Q208R4",1248,1248,0,5,TRUE
202001,"inner","Q208R5",1248,1248,0,5,TRUE
202001,"inner","Q213R1",1248,1248,0,5,TRUE
202001,"inner","Q213R2",1248,1248,0,5,TRUE
202001,"inner","Q213R3",1248,1248,0,5,TRUE
202001,"inner","Q213R4",1248,1248,0,5,TRUE
202001,"inner","Q217R1",1248,1248,0,6,TRUE
202001,"inner","Q217R2",1248,1248,0,6,TRUE
202001,"inner","Q217R3",1248,1248,0,6,TRUE
202001,"inner","Q217R4",1248,1248,0,6,TRUE
202001,"inner","Q221R1",1248,1248,0,14,TRUE
202001,"inner","Q221R2",1248,1248,0,15,TRUE
202001,"inner","Q221R3",1248,1248,0,14,TRUE
202001,"inner","Q221R4",1248,1248,0,13,TRUE
202001,"inner","Q225R1",1248,1248,0,7,TRUE
202001,"inner","Q225R2",1248,1248,0,7,TRUE
202001,"inner","Q225R3",1248,1248,0,7,TRUE
202001,"inner","Q225R4",1248,1248,0,7,TRUE
202001,"inner","Q225R5",1248,1248,0,7,TRUE
202001,"inner","Q225R6",1248,1248,0,7,TRUE
202001,"inner","Q225R7",1248,1248,0,7,TRUE
202001,"inner","Q225R8",1248,1248,0,7,TRUE
202001,"inner","Q225R9",1248,1248,0,7,TRUE
202001,"inner","Q225R10",1248,1248,0,7,TRUE
202001,"inner","Q225R11",1248,1248,0,7,TRUE
202001,"inner","Q225R12",1248,1248,0,7,TRUE
202001,"inner","Q225R13",1248,1248,0,7,TRUE
202001,"inner","Q225R14",1248,1248,0,7,TRUE
202001,"inner","Q239R1",1248,1248,0,5,TRUE
